Age,Occupation,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Risk Score,Risk Level
41,Lawyer,Income Generation,94221.2,41011.05,13845.57,9167.21,2383.38,327.28,4018.49,50000.0,Home Improvement,Employed,24,9.48,approved,4,Low
19,Engineer,Growth,75608.85,72393.82,31622.58,18096.71,8376.54,977.23,20938.66,50000.0,Debt Consolidation,Unemployed,24,14.2,rejected,7,High
79,Lawyer,Speculation,98988.44,70751.65,25823.22,4094.19,14185.73,387.17,4541.09,26535.24,Auto Purchase,Self-Employed,12,11.85,rejected,4,Low
28,Student,Income Generation,74606.0,40716.55,6998.43,9031.54,4018.99,522.02,3910.25,34913.06,Home Improvement,Retired,12,11.36,pending,6,Medium
70,Lawyer,Wealth Preservation,34253.54,65663.4,13539.89,4125.27,4647.47,337.87,8813.4,27059.13,Small Business,Employed,24,8.45,approved,2,Low
43,Engineer,Income Generation,23554.62,30683.2,3848.61,1867.1,5628.8,198.89,7060.62,23064.2,Home Improvement,Employed,60,7.32,approved,3,Low
48,Retiree,Speculation,44142.13,77409.24,25536.04,16824.86,14438.0,2525.24,8764.48,50000.0,Home Improvement,Unemployed,36,10.84,approved,4,Low
55,Student,Speculation,108041.32,83570.7,31980.17,13766.36,10730.11,2008.44,31070.31,50000.0,Debt Consolidation,Retired,24,12.41,pending,6,Medium
30,Engineer,Growth,83375.63,61667.28,14907.16,5427.36,7940.66,2163.54,4892.98,46163.34,Small Business,Self-Employed,48,13.42,rejected,5,Medium
49,Doctor,Growth,21536.73,4969.76,2232.67,962.66,765.5,14.47,555.31,23765.97,Auto Purchase,Employed,12,11.1,pending,4,Low
65,Artist,Income Generation,82557.94,46290.98,20164.81,11495.77,10068.3,1239.58,8574.55,19732.1,Auto Purchase,Employed,12,7.75,approved,2,Low
33,Artist,Wealth Preservation,100415.22,77808.56,21316.12,23212.13,18403.68,381.59,7535.83,38706.15,Home Improvement,Retired,48,9.5,approved,5,Medium
68,Engineer,Income Generation,81620.14,22548.79,8212.76,5319.58,2668.78,419.17,3736.72,33649.44,Debt Consolidation,Self-Employed,12,11.29,rejected,4,Low
74,Retiree,Speculation,92740.25,100000.0,19475.25,24116.33,15915.96,2543.91,17197.78,33390.7,Small Business,Retired,36,11.2,rejected,4,Low
71,Engineer,Growth,87426.07,70615.37,13891.82,8215.57,17577.97,2033.72,4245.27,23410.46,Debt Consolidation,Retired,12,10.45,rejected,4,Low
72,Artist,Wealth Preservation,45838.95,16012.59,5165.51,1184.01,2145.11,76.11,2966.65,29718.26,Medical Expenses,Retired,60,12.47,rejected,3,Low
32,Lawyer,Speculation,40229.87,34787.77,14488.82,6387.65,6830.55,1105.66,1798.14,43900.93,Auto Purchase,Retired,36,9.04,approved,3,Low
73,Artist,Growth,57196.38,100000.0,49635.38,9009.53,8431.22,2343.29,20280.4,50000.0,Auto Purchase,Self-Employed,36,9.52,approved,4,Low
54,Student,Wealth Preservation,39861.72,61124.36,10304.15,14285.76,15043.03,903.97,15800.14,6486.93,Small Business,Employed,60,5.21,approved,0,Low
41,Teacher,Growth,58538.92,41573.03,7879.19,11096.17,4750.93,135.01,2909.69,50000.0,Auto Purchase,Unemployed,12,9.43,approved,4,Low
55,Doctor,Income Generation,34645.53,63848.62,19566.7,12726.31,11326.32,1692.24,4503.72,40595.66,Debt Consolidation,Self-Employed,24,12.52,pending,3,Low
72,Artist,Wealth Preservation,68032.7,86667.9,31735.94,4817.15,17829.23,4574.39,34329.86,12686.82,Small Business,Retired,24,5.84,approved,2,Low
49,Lawyer,Wealth Preservation,48142.63,75889.53,19108.26,18587.55,10542.23,647.14,4118.5,50000.0,Home Improvement,Self-Employed,24,14.34,rejected,4,Low
62,Artist,Growth,126769.79,70825.69,12427.07,3879.11,16271.74,266.58,12555.88,50000.0,Debt Consolidation,Retired,48,13.6,pending,5,Medium
72,Doctor,Speculation,43888.55,83196.09,41001.91,5607.31,14608.02,1192.69,9822.44,21337.07,Medical Expenses,Retired,12,6.71,approved,2,Low
78,Artist,Wealth Preservation,101629.81,78110.43,28497.25,10098.73,13694.49,2299.4,15956.67,50000.0,Home Improvement,Self-Employed,12,10.04,approved,5,Medium
21,Teacher,Growth,103373.15,100000.0,10121.5,19850.88,11950.66,1831.83,5741.19,50000.0,Auto Purchase,Unemployed,36,11.62,pending,7,High
60,Retiree,Wealth Preservation,85847.09,39725.22,10822.82,8916.44,6516.6,1601.14,4736.13,12239.71,Medical Expenses,Employed,60,5.84,approved,1,Low
25,Retiree,Wealth Preservation,95279.3,83017.9,36151.63,9224.32,16962.45,4110.3,10586.26,50000.0,Auto Purchase,Employed,48,11.8,pending,6,Medium
50,Lawyer,Growth,55782.73,47907.42,23755.91,11345.48,9026.57,1094.54,8460.81,50000.0,Small Business,Retired,12,13.79,pending,4,Low
74,Retiree,Speculation,47927.8,57351.34,24088.2,5342.07,5486.35,528.97,22165.35,50000.0,Medical Expenses,Self-Employed,60,10.22,approved,4,Low
38,Artist,Speculation,73260.27,36659.83,15209.26,7084.16,2491.15,121.94,3396.26,50000.0,Small Business,Employed,60,11.98,approved,5,Medium
75,Teacher,Wealth Preservation,79893.29,100000.0,28036.6,10473.19,10536.02,1285.99,29627.18,50000.0,Auto Purchase,Employed,48,10.17,approved,5,Medium
33,Lawyer,Speculation,94502.56,89648.96,30385.42,4777.62,20719.99,5547.38,13062.04,50000.0,Debt Consolidation,Self-Employed,60,9.58,approved,4,Low
63,Artist,Income Generation,58010.45,100000.0,33780.98,19186.29,13770.13,3973.03,19714.05,50000.0,Debt Consolidation,Unemployed,60,13.34,pending,4,Low
46,Student,Speculation,32954.18,15700.22,5354.08,1876.48,1392.81,360.93,1713.57,36896.64,Auto Purchase,Retired,60,10.41,pending,4,Low
41,Doctor,Speculation,34076.69,33259.91,14139.52,6805.48,3020.45,754.73,1761.96,40877.01,Small Business,Self-Employed,48,8.85,approved,3,Low
31,Retiree,Income Generation,65020.83,100000.0,13286.96,11816.08,23540.61,577.34,22702.42,40996.73,Auto Purchase,Unemployed,48,13.19,rejected,6,Medium
48,Engineer,Speculation,62288.87,82196.77,38105.68,21327.08,11722.94,716.02,4943.52,15202.39,Home Improvement,Self-Employed,60,9.17,pending,3,Low
77,Doctor,Wealth Preservation,64262.16,100000.0,44357.44,29943.83,18318.65,3683.74,30998.84,15396.75,Debt Consolidation,Retired,36,9.22,pending,3,Low
51,Lawyer,Income Generation,61561.24,48872.53,11112.34,8224.35,10654.84,2289.24,7202.3,21653.75,Home Improvement,Retired,36,9.37,rejected,3,Low
58,Student,Growth,63185.68,68665.19,17800.45,4486.79,9484.26,466.5,13016.82,6838.01,Debt Consolidation,Retired,24,10.0,pending,2,Low
54,Engineer,Income Generation,52770.79,7789.48,1144.32,950.99,522.31,139.32,1466.89,50000.0,Medical Expenses,Unemployed,48,9.43,approved,3,Low
35,Engineer,Speculation,74372.21,52045.74,13676.77,14538.35,6087.38,815.77,10100.53,25077.98,Small Business,Self-Employed,60,12.49,pending,5,Medium
76,Artist,Speculation,37041.67,42419.79,20798.32,10393.85,5499.37,1468.41,11709.38,42580.46,Medical Expenses,Self-Employed,24,11.75,rejected,3,Low
50,Teacher,Growth,100158.03,64693.83,11649.74,15757.22,15402.69,1833.4,11114.1,50000.0,Auto Purchase,Unemployed,60,9.55,approved,4,Low
81,Student,Growth,53384.74,100000.0,35758.28,12483.76,16667.37,526.15,14197.72,42345.52,Debt Consolidation,Self-Employed,60,13.31,pending,4,Low
53,Teacher,Wealth Preservation,69724.29,23683.41,10046.9,2487.08,3991.88,376.45,3736.27,42881.17,Auto Purchase,Employed,24,11.36,pending,4,Low
40,Teacher,Income Generation,78756.94,77361.07,30477.99,21494.19,7882.47,2193.26,21363.27,48180.62,Auto Purchase,Employed,48,10.2,approved,6,Medium
40,Doctor,Wealth Preservation,43984.49,46161.11,13371.86,9411.42,11312.04,2150.27,7233.35,50000.0,Auto Purchase,Unemployed,12,13.27,rejected,4,Low
64,Teacher,Speculation,46631.01,52630.87,7777.83,8262.81,6956.46,1424.24,5246.2,50000.0,Auto Purchase,Unemployed,12,9.31,approved,2,Low
82,Retiree,Speculation,115280.75,100000.0,38255.18,27399.59,17558.31,1600.43,6712.52,50000.0,Auto Purchase,Unemployed,60,13.19,rejected,5,Medium
76,Doctor,Growth,67643.13,94566.46,45343.97,24679.54,8716.38,2038.7,9259.28,38527.38,Small Business,Self-Employed,12,9.16,approved,3,Low
62,Doctor,Speculation,102389.22,100000.0,43364.86,11852.61,6159.66,401.14,12021.55,50000.0,Small Business,Retired,60,13.24,rejected,5,Medium
76,Doctor,Growth,49959.79,35328.48,12056.58,3326.84,7136.45,1584.02,4166.6,33731.38,Small Business,Self-Employed,12,11.26,rejected,3,Low
80,Engineer,Speculation,22508.7,34729.2,4825.16,9870.8,6472.55,1522.06,10616.1,15133.83,Medical Expenses,Unemployed,48,10.61,pending,2,Low
51,Artist,Wealth Preservation,64264.57,26311.78,11995.17,4193.05,2776.36,737.31,5018.35,50000.0,Debt Consolidation,Self-Employed,12,11.93,rejected,4,Low
66,Engineer,Wealth Preservation,87167.81,54221.59,8754.84,7418.57,10719.2,670.51,7986.15,37929.0,Medical Expenses,Unemployed,24,11.65,rejected,4,Low
29,Student,Income Generation,32226.68,35856.88,5515.83,8161.11,6835.96,620.49,6525.81,35246.08,Medical Expenses,Self-Employed,36,7.75,approved,4,Low
37,Retiree,Wealth Preservation,-7711.9,1000.0,113.27,87.9,244.23,65.38,185.3,5000.0,Debt Consolidation,Employed,36,9.86,pending,2,Low
60,Retiree,Income Generation,69550.06,46372.37,19563.92,8352.63,4684.09,1312.13,5063.47,23016.41,Small Business,Retired,24,10.6,pending,4,Low
62,Student,Income Generation,79811.38,100000.0,23461.45,14487.99,16781.69,349.78,12151.63,26320.54,Auto Purchase,Self-Employed,24,9.17,rejected,3,Low
80,Doctor,Speculation,45688.34,12483.91,1588.24,3723.37,3012.61,557.38,1296.92,22983.87,Home Improvement,Self-Employed,36,10.81,rejected,3,Low
69,Artist,Growth,105136.98,90023.31,12951.12,25691.28,8448.52,277.59,15529.1,50000.0,Small Business,Unemployed,12,10.36,approved,5,Medium
20,Retiree,Growth,56440.44,69411.72,22783.17,6211.91,3817.91,1081.79,11606.35,40457.66,Debt Consolidation,Self-Employed,12,12.49,rejected,6,Medium
82,Doctor,Income Generation,69218.66,58687.78,23642.29,9409.3,12770.6,2017.95,8319.21,50000.0,Debt Consolidation,Unemployed,24,12.14,pending,4,Low
33,Engineer,Growth,100467.97,100000.0,13475.94,17861.68,7889.25,1900.88,9530.0,50000.0,Home Improvement,Retired,36,11.33,approved,6,Medium
46,Retiree,Wealth Preservation,69770.37,8357.82,2048.77,713.94,1491.01,23.44,751.68,50000.0,Debt Consolidation,Unemployed,48,9.11,approved,4,Low
32,Engineer,Speculation,81422.17,96938.89,26945.03,25812.52,7419.94,482.28,14287.72,50000.0,Debt Consolidation,Retired,36,12.83,pending,5,Medium
59,Artist,Speculation,27108.67,17517.7,4157.6,2246.77,3120.73,926.06,1911.67,23989.18,Home Improvement,Self-Employed,48,8.28,approved,2,Low
46,Doctor,Growth,59761.05,100000.0,23500.94,20974.73,11125.75,1469.35,16217.95,30346.82,Debt Consolidation,Unemployed,48,7.92,approved,4,Low
72,Teacher,Speculation,98663.02,31828.71,4210.81,8706.82,3717.06,464.33,6301.92,50000.0,Home Improvement,Employed,24,13.32,rejected,4,Low
73,Teacher,Growth,72976.32,100000.0,30104.28,10690.1,13396.46,1572.61,31605.19,50000.0,Small Business,Retired,24,13.56,rejected,5,Medium
59,Lawyer,Growth,93691.45,94650.06,38681.36,9311.67,7986.1,279.97,13451.07,50000.0,Home Improvement,Retired,36,12.43,rejected,4,Low
34,Teacher,Growth,79482.4,89539.89,24430.58,14219.28,19261.4,1637.56,7731.28,50000.0,Debt Consolidation,Employed,12,13.53,pending,5,Medium
46,Engineer,Growth,15337.41,14372.49,4337.8,2853.1,960.02,97.09,718.76,19774.96,Medical Expenses,Unemployed,36,9.09,pending,2,Low
53,Engineer,Income Generation,40048.33,54552.3,10845.07,16182.44,10137.68,2012.22,7083.5,7771.71,Auto Purchase,Retired,36,7.1,approved,1,Low
61,Engineer,Income Generation,86947.48,100000.0,25337.03,17735.63,21750.36,4593.76,11857.2,20868.34,Home Improvement,Unemployed,12,6.91,approved,3,Low
49,Teacher,Growth,99766.46,81022.21,19207.22,9691.81,12692.7,508.27,14039.87,12163.49,Debt Consolidation,Retired,24,6.05,approved,3,Low
30,Lawyer,Income Generation,90663.69,100000.0,29324.89,17501.0,14812.15,1438.71,22132.04,50000.0,Medical Expenses,Self-Employed,24,13.88,pending,6,Medium
75,Retiree,Growth,109810.04,98530.07,46552.24,14514.95,21422.06,5684.03,13043.47,50000.0,Home Improvement,Self-Employed,60,12.19,rejected,5,Medium
43,Doctor,Wealth Preservation,62324.79,100000.0,36944.73,14215.32,20532.53,2609.01,5610.34,16529.02,Home Improvement,Self-Employed,48,7.87,approved,3,Low
22,Engineer,Growth,73616.24,100000.0,48808.29,7170.31,12547.37,1400.06,19846.79,32182.91,Medical Expenses,Unemployed,36,10.3,pending,6,Medium
30,Doctor,Speculation,96788.78,86229.98,26999.71,6875.94,12531.78,2677.23,13952.45,35625.02,Auto Purchase,Unemployed,24,9.03,approved,4,Low
59,Retiree,Speculation,88774.56,89314.29,17819.0,6476.18,6613.11,216.44,9718.43,50000.0,Small Business,Retired,60,12.28,pending,4,Low
59,Doctor,Income Generation,72049.45,30788.8,11876.36,5176.87,3358.06,516.03,4047.81,31018.46,Auto Purchase,Unemployed,12,11.74,rejected,4,Low
85,Retiree,Wealth Preservation,13818.97,9725.7,3463.45,2762.81,1163.4,242.22,2340.19,5000.0,Auto Purchase,Employed,24,9.17,pending,1,Low
40,Student,Wealth Preservation,92658.25,100000.0,29456.38,6912.68,5351.18,1515.21,5386.72,50000.0,Debt Consolidation,Employed,48,10.85,approved,5,Medium
55,Doctor,Growth,35961.82,13849.2,3759.25,2696.15,1603.71,265.69,2705.36,42428.11,Auto Purchase,Employed,60,11.8,pending,3,Low
29,Teacher,Speculation,96084.6,47466.26,19006.76,7911.14,10970.29,83.46,8875.94,32270.51,Debt Consolidation,Unemployed,60,11.82,rejected,6,Medium
75,Retiree,Income Generation,75603.65,100000.0,11547.52,21354.1,9129.62,2514.21,32551.93,13877.52,Medical Expenses,Retired,60,10.46,pending,4,Low
34,Retiree,Income Generation,96708.78,37834.82,8093.64,3750.87,4509.43,302.11,4968.88,21477.62,Auto Purchase,Employed,36,9.96,pending,4,Low
43,Retiree,Growth,43319.48,40185.19,16678.57,11571.0,5585.01,1592.16,2708.41,31776.07,Medical Expenses,Employed,36,11.54,pending,4,Low
62,Retiree,Speculation,32379.47,41153.36,14263.31,3818.55,3654.43,664.11,10881.05,22300.72,Home Improvement,Employed,12,11.59,rejected,3,Low
79,Teacher,Speculation,78177.75,31424.34,6431.19,6238.47,4134.2,1166.6,4574.4,50000.0,Medical Expenses,Retired,60,13.18,rejected,4,Low
68,Lawyer,Speculation,61049.77,52082.27,19455.05,12011.06,2862.04,483.09,11368.9,50000.0,Debt Consolidation,Self-Employed,36,9.1,approved,3,Low
61,Engineer,Growth,63224.91,29062.42,5852.38,2421.7,2751.38,25.33,1605.73,50000.0,Small Business,Employed,24,10.9,approved,4,Low
53,Engineer,Wealth Preservation,62566.96,39882.87,8526.17,4449.53,4732.14,1268.38,7824.44,50000.0,Debt Consolidation,Self-Employed,36,14.48,rejected,4,Low
65,Teacher,Wealth Preservation,58736.33,100000.0,13202.44,22807.03,17024.99,398.4,13791.82,9888.47,Medical Expenses,Unemployed,48,9.99,pending,2,Low
80,Doctor,Wealth Preservation,35079.82,64404.75,25528.68,11171.73,13171.03,3524.0,8616.39,31246.44,Auto Purchase,Self-Employed,48,10.82,rejected,3,Low
42,Student,Speculation,82580.41,49621.09,11592.17,9096.55,8139.35,399.28,2800.15,14174.66,Medical Expenses,Self-Employed,24,10.45,pending,4,Low
31,Teacher,Wealth Preservation,67570.68,27238.02,4836.17,1789.18,5391.38,713.68,4017.54,50000.0,Auto Purchase,Self-Employed,48,10.87,approved,5,Medium
27,Student,Speculation,46888.32,34979.89,11115.99,7684.15,4312.05,916.78,3632.97,10384.04,Debt Consolidation,Retired,24,5.58,approved,2,Low
66,Student,Growth,91765.92,100000.0,27088.64,22211.49,23978.83,4525.86,14383.19,29268.39,Home Improvement,Unemployed,48,12.27,pending,4,Low
25,Doctor,Wealth Preservation,112882.94,92252.33,35887.3,16217.02,5191.89,374.57,12116.8,50000.0,Auto Purchase,Employed,24,13.93,rejected,7,High
59,Doctor,Growth,54559.93,25415.88,7985.04,3269.33,5103.66,277.89,1774.32,50000.0,Medical Expenses,Self-Employed,36,13.7,rejected,4,Low
37,Artist,Growth,82743.79,99332.56,35146.64,11562.0,15748.5,3418.12,10447.26,50000.0,Debt Consolidation,Unemployed,12,9.42,approved,4,Low
23,Doctor,Growth,86965.79,39183.91,4366.3,9550.6,2534.74,380.48,7025.16,42425.56,Auto Purchase,Retired,48,10.08,approved,6,Medium
59,Engineer,Wealth Preservation,80368.18,80327.73,13759.95,23063.2,12368.36,1729.73,7836.09,50000.0,Medical Expenses,Employed,48,11.81,rejected,4,Low
52,Artist,Speculation,87101.07,22892.76,7172.88,6061.73,3555.65,1061.95,1157.71,50000.0,Small Business,Unemployed,24,13.57,rejected,4,Low
60,Artist,Income Generation,78765.68,60377.75,20849.03,11840.49,4292.28,363.26,7373.75,37826.18,Small Business,Employed,60,11.43,rejected,4,Low
67,Engineer,Income Generation,57212.96,66199.82,11708.47,14341.82,12879.05,542.59,5128.22,50000.0,Medical Expenses,Self-Employed,60,10.98,approved,4,Low
71,Teacher,Wealth Preservation,48682.07,19960.01,7313.44,4880.62,4241.5,1031.06,4888.44,17903.59,Small Business,Unemployed,60,7.24,approved,1,Low
21,Lawyer,Growth,73586.1,77047.95,9069.91,9652.74,18732.19,2913.57,7412.42,50000.0,Small Business,Unemployed,24,12.94,rejected,6,Medium
22,Retiree,Income Generation,97668.96,68233.86,9124.12,12535.29,11668.56,2879.5,9420.65,50000.0,Home Improvement,Unemployed,60,9.22,approved,5,Medium
64,Teacher,Speculation,31657.13,35478.78,10543.73,3033.71,7262.52,537.39,3477.94,29101.86,Debt Consolidation,Unemployed,36,10.64,rejected,3,Low
37,Engineer,Income Generation,82461.57,100000.0,12191.51,5903.01,6107.42,651.85,11870.17,50000.0,Debt Consolidation,Employed,48,13.06,pending,5,Medium
20,Student,Wealth Preservation,18305.12,17371.54,2516.72,4313.87,2892.15,159.26,4261.57,5666.65,Auto Purchase,Retired,48,6.36,approved,3,Low
74,Doctor,Speculation,59642.91,85186.97,34905.58,10414.43,14317.25,3366.17,6002.68,39530.95,Home Improvement,Employed,12,8.18,approved,3,Low
82,Student,Speculation,68150.6,98566.32,30064.77,26929.98,23284.77,6738.59,8094.13,50000.0,Medical Expenses,Unemployed,24,13.39,pending,4,Low
30,Teacher,Wealth Preservation,58349.14,100000.0,41054.67,20219.71,6990.41,274.45,13215.0,35945.18,Auto Purchase,Employed,24,12.4,rejected,5,Medium
21,Engineer,Growth,97357.81,100000.0,26002.62,13472.46,15463.07,2837.61,17424.77,50000.0,Small Business,Retired,36,10.85,approved,6,Medium
47,Engineer,Growth,89363.93,60055.9,21280.22,13660.71,12394.55,3636.47,21452.65,50000.0,Auto Purchase,Employed,36,11.47,approved,6,Medium
40,Lawyer,Income Generation,53454.29,11291.17,4320.46,1886.57,1436.23,146.29,1386.59,32289.83,Debt Consolidation,Employed,12,11.32,pending,5,Medium
29,Student,Wealth Preservation,113886.02,100000.0,18583.96,27912.49,16098.03,162.04,16656.25,43462.68,Medical Expenses,Retired,48,8.68,approved,6,Medium
50,Lawyer,Speculation,28376.69,28158.08,7980.69,5838.23,5059.66,714.25,3495.3,5000.0,Auto Purchase,Retired,60,9.32,pending,1,Low
53,Teacher,Growth,86670.68,100000.0,23748.9,5351.08,24872.62,5438.63,16104.4,19120.71,Home Improvement,Employed,48,6.26,approved,2,Low
60,Student,Income Generation,58324.4,84611.94,32222.04,18264.87,9685.44,885.21,21918.83,50000.0,Medical Expenses,Unemployed,12,13.81,pending,5,Medium
36,Teacher,Income Generation,21507.07,9813.8,3474.12,2711.89,2307.99,659.2,1384.56,23375.8,Auto Purchase,Unemployed,48,10.08,pending,4,Low
35,Lawyer,Growth,48333.37,77588.68,23290.9,7363.64,18275.74,5078.91,28863.46,50000.0,Medical Expenses,Employed,36,12.77,rejected,5,Medium
62,Artist,Income Generation,61390.66,16613.46,4027.57,4903.83,3870.41,771.57,2311.74,18725.28,Home Improvement,Self-Employed,12,11.03,rejected,3,Low
84,Artist,Speculation,61176.26,51544.27,10544.94,10841.95,10725.38,2761.0,9550.41,50000.0,Debt Consolidation,Retired,36,13.17,rejected,4,Low
80,Teacher,Growth,49457.2,25584.72,4894.9,5934.83,5991.84,1665.89,3586.75,50000.0,Debt Consolidation,Self-Employed,12,11.98,rejected,3,Low
53,Student,Wealth Preservation,115936.9,100000.0,17084.06,28079.31,17461.38,4743.65,5878.8,50000.0,Small Business,Retired,60,12.14,pending,5,Medium
45,Doctor,Growth,35085.55,67823.56,14914.34,11532.74,3928.93,68.99,21104.89,35883.52,Home Improvement,Self-Employed,24,8.46,approved,4,Low
30,Retiree,Speculation,44786.23,18640.21,8294.92,4065.65,1706.31,249.4,5344.61,30578.47,Auto Purchase,Retired,36,7.72,approved,3,Low
56,Doctor,Wealth Preservation,82649.83,100000.0,22704.3,8283.83,9844.45,23.07,6933.56,50000.0,Medical Expenses,Retired,24,13.33,rejected,4,Low
58,Student,Wealth Preservation,76028.08,100000.0,24438.72,25221.0,23447.97,1341.28,12408.01,50000.0,Home Improvement,Employed,12,13.45,pending,4,Low
55,Teacher,Income Generation,74930.63,21353.08,7866.97,5754.07,2435.22,466.95,7190.31,39344.48,Debt Consolidation,Employed,24,8.61,approved,3,Low
43,Student,Wealth Preservation,127239.69,100000.0,29940.88,17100.51,14311.91,3466.26,13662.44,50000.0,Medical Expenses,Employed,24,13.28,rejected,6,Medium
72,Artist,Growth,65619.72,13431.8,6438.15,1428.14,3163.56,351.37,1300.85,14123.59,Home Improvement,Retired,24,10.29,rejected,3,Low
48,Teacher,Speculation,71754.68,92990.75,39774.41,19811.27,18023.72,822.83,15532.91,50000.0,Auto Purchase,Self-Employed,12,9.62,approved,4,Low
51,Artist,Income Generation,60048.6,20967.96,5400.81,3480.45,2969.78,150.46,6044.85,37695.44,Home Improvement,Retired,48,10.2,approved,4,Low
44,Doctor,Speculation,129083.41,100000.0,49357.99,21066.69,17181.14,2401.37,18216.63,50000.0,Debt Consolidation,Retired,48,11.57,rejected,6,Medium
55,Doctor,Income Generation,73681.43,67764.71,17228.32,16593.52,5748.01,987.5,3979.55,34778.02,Medical Expenses,Unemployed,60,12.76,pending,4,Low
55,Student,Wealth Preservation,56734.83,21598.01,8208.81,1274.33,4141.89,524.58,2947.71,50000.0,Home Improvement,Employed,36,14.09,pending,4,Low
45,Doctor,Income Generation,44400.4,37688.89,6876.41,8966.93,7109.95,249.38,4334.09,40850.93,Auto Purchase,Self-Employed,36,9.97,approved,3,Low
40,Artist,Wealth Preservation,55212.83,27088.14,9474.07,2475.6,2662.34,118.34,1799.3,26938.68,Medical Expenses,Employed,12,10.16,pending,5,Medium
50,Student,Wealth Preservation,10231.71,1767.12,328.57,227.02,363.64,79.46,147.98,8823.7,Debt Consolidation,Employed,60,5.08,approved,0,Low
63,Teacher,Wealth Preservation,115946.68,63921.81,20308.09,17198.33,8382.34,253.82,12510.31,50000.0,Auto Purchase,Retired,36,12.66,pending,5,Medium
84,Teacher,Income Generation,56566.93,56746.89,26963.57,15297.11,7541.38,634.71,16934.52,17085.35,Debt Consolidation,Self-Employed,36,10.34,rejected,3,Low
78,Lawyer,Speculation,93145.44,100000.0,18584.21,27400.35,13971.78,2602.33,5196.13,43925.09,Small Business,Retired,48,14.18,pending,4,Low
74,Student,Wealth Preservation,28306.48,40169.47,14266.73,8401.63,5438.2,375.54,7673.93,5000.0,Medical Expenses,Unemployed,24,4.91,approved,0,Low
59,Retiree,Growth,42161.91,20435.33,6985.05,2546.35,2025.5,305.11,5828.86,5000.0,Auto Purchase,Employed,12,5.52,approved,0,Low
19,Lawyer,Wealth Preservation,102623.68,49016.27,21133.42,12077.24,10626.38,2102.46,7189.87,50000.0,Medical Expenses,Employed,48,12.84,pending,7,High
74,Teacher,Income Generation,118698.11,100000.0,21156.31,11889.87,17199.58,1471.74,9295.49,50000.0,Auto Purchase,Retired,48,11.43,approved,5,Medium
81,Artist,Speculation,134346.17,97906.24,29034.28,10948.48,11911.62,894.18,11857.03,50000.0,Medical Expenses,Unemployed,12,9.76,approved,4,Low
44,Teacher,Growth,57425.55,60762.89,27215.05,15560.37,14485.9,3165.01,8156.29,50000.0,Small Business,Unemployed,60,11.24,approved,5,Medium
75,Teacher,Wealth Preservation,93157.97,100000.0,45650.64,20353.01,24825.67,4530.72,8484.57,50000.0,Auto Purchase,Retired,48,13.48,pending,4,Low
77,Artist,Wealth Preservation,109829.37,75408.86,14334.07,13105.08,17450.06,2142.98,5427.86,50000.0,Auto Purchase,Retired,24,11.11,approved,5,Medium
50,Artist,Income Generation,55531.89,69712.0,20133.89,8244.6,11758.56,3387.92,7653.06,15164.19,Medical Expenses,Unemployed,48,10.36,pending,3,Low
70,Retiree,Speculation,26497.39,29208.11,10934.78,4911.79,6301.42,1709.53,2821.9,21335.52,Debt Consolidation,Unemployed,48,8.93,pending,2,Low
72,Student,Wealth Preservation,127684.55,100000.0,16878.96,27880.38,11479.41,2399.12,8215.87,26372.68,Small Business,Unemployed,12,11.6,rejected,5,Medium
43,Lawyer,Speculation,147465.76,100000.0,25880.0,28145.02,6236.42,456.55,15020.12,50000.0,Medical Expenses,Retired,48,12.01,rejected,6,Medium
26,Doctor,Income Generation,71456.76,78572.7,30207.89,9517.87,17681.15,3863.47,10575.94,50000.0,Debt Consolidation,Employed,60,9.63,approved,5,Medium
65,Teacher,Income Generation,77040.24,100000.0,36529.52,29796.95,10573.56,512.17,7259.26,42746.22,Home Improvement,Unemployed,24,8.51,approved,3,Low
65,Artist,Speculation,30636.9,58388.65,11397.54,8059.29,11687.53,1288.46,10071.98,16771.1,Auto Purchase,Employed,24,6.83,approved,1,Low
36,Teacher,Speculation,42556.08,36631.35,6560.09,5000.45,2916.59,506.07,6816.08,25546.28,Medical Expenses,Self-Employed,48,9.34,rejected,3,Low
51,Student,Income Generation,62006.1,63205.81,11961.17,18032.6,13981.2,4055.69,9787.77,37418.38,Medical Expenses,Retired,24,9.58,approved,3,Low
74,Doctor,Income Generation,73188.27,22737.62,5712.06,5342.93,5076.93,921.58,2385.28,50000.0,Debt Consolidation,Retired,60,10.89,approved,4,Low
27,Teacher,Growth,90098.18,61701.26,24932.29,7644.54,12507.26,1084.4,9686.01,50000.0,Medical Expenses,Retired,12,14.26,pending,6,Medium
81,Artist,Speculation,83121.51,30721.81,8522.49,3311.33,7402.98,1102.82,2702.94,14586.89,Auto Purchase,Retired,12,5.46,approved,1,Low
56,Retiree,Speculation,64072.56,84851.53,35846.05,20625.52,8571.87,1501.06,14430.03,50000.0,Small Business,Retired,48,11.13,approved,4,Low
72,Student,Income Generation,63460.44,22428.42,10953.9,4585.35,5589.41,164.61,3378.46,50000.0,Auto Purchase,Employed,48,9.09,approved,3,Low
70,Retiree,Income Generation,6841.57,6636.06,1272.88,880.59,1611.48,393.93,1026.03,5000.0,Small Business,Employed,24,9.61,pending,1,Low
